Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
10/04/2004;11.00.00;2,1;1063;114;7,5;877;115;971;89;1481;811;18,0;38,4;0,7862
10/04/2004;12.00.00;1,8;1032;166;7,8;892;101;973;87;1457;756;20,6;30,0;0,7213
10/04/2004;13.00.00;1,5;936;94;6,4;829;90;1054;88;1336;607;19,9;26,7;0,6137
10/04/2004;14.00.00;1,3;883;108;5,1;766;90;1152;81;1238;498;19,8;23,1;0,5283
10/04/2004;15.00.00;1,4;942;98;6,9;852;89;1055;89;1318;540;21,4;22,7;0,5722
10/04/2004;16.00.00;1,5;943;132;6,8;850;92;1084;91;1296;544;22,1;21,3;0,5605
10/04/2004;17.00.00;1,7;1007;144;7,4;875;103;1027;104;1357;620;21,1;24,5;0,604
10/04/2004;18.00.00;2,0;1037;165;8,7;927;122;949;111;1426;740;18,3;31,6;0,6562
10/04/2004;19.00.00;2,5;1127;210;11,2;1022;159;871;129;1534;921;16,1;35,0;0,6372
10/04/2004;20.00.00;2,4;1123;277;10,5;996;172;861;133;1551;1033;14,8;41,5;0,6929
10/04/2004;21.00.00;2,0;1110;168;8,2;909;125;916;115;1487;984;13,2;50,3;0,7577
10/04/2004;22.00.00;2,9;1247;248;11,6;1037;187;812;125;1618;1193;12,3;55,5;0,7916
10/04/2004;23.00.00;2,5;1220;235;9,7;967;174;844;117;1545;1219;11,8;56,6;0,7833
11/04/2004;00.00.00;1,4;1028;84;5,1;770;75;1047;84;1326;913;11,2;56,2;0,7469
11/04/2004;01.00.00;1,2;978;75;4,0;711;48;1144;63;1304;750;11,0;56,6;0,7418
11/04/2004;02.00.00;1,0;949;62;3,7;694;61;1160;68;1310;772;9,3;64,3;0,7531
11/04/2004;05.00.00;0,7;836;38;2,9;643;38;1244;49;1306;727;7,7;70,7;0,7463
11/04/2004;06.00.00;0,8;856;44;2,9;644;41;1259;49;1301;746;7,4;71,0;0,7346
11/04/2004;07.00.00;0,9;888;60;3,0;651;51;1240;52;1298;733;8,2;66,6;0,7283
11/04/2004;08.00.00;1,1;912;88;3,7;694;61;1196;58;1343;727;8,7;64,3;0,7267
11/04/2004;09.00.00;1,0;938;70;3,9;706;47;1177;51;1320;642;13,0;47,9;0,7116
11/04/2004;10.00.00;1,6;1053;94;6,2;823;87;1040;77;1386;810;17,4;35,4;0,699
11/04/2004;11.00.00;1,8;1087;126;7,3;870;107;1014;90;1412;851;20,2;29,2;0,683
11/04/2004;12.00.00;2,6;1153;181;9,2;945;161;969;118;1425;911;22,7;22,9;0,6224
11/04/2004;13.00.00;1,1;894;66;4,0;710;61;1209;70;1200;611;22,3;22,4;0,5955
11/04/2004;14.00.00;0,6;797;54;2,3;606;26;1452;35;1076;368;22,2;18,9;0,4993
11/04/2004;15.00.00;0,9;854;48;3,1;658;42;1409;46;1108;369;22,0;19,0;0,4969
11/04/2004;16.00.00;1,0;892;66;3,2;665;55;1348;58;1150;394;21,0;23,6;0,5788
11/04/2004;17.00.00;1,2;935;65;3,3;672;65;1299;61;1183;415;19,6;27,4;0,6162
11/04/2004;18.00.00;1,4;989;68;4,0;709;75;1225;80;1233;469;17,9;30,8;0,6258
11/04/2004;19.00.00;2,0;1063;118;5,7;797;93;1079;93;1285;607;16,4;35,3;0,6532
11/04/2004;20.00.00;1,1;922;65;3,4;674;63;1220;78;1205;498;15,6;37,5;0,6575
11/04/2004;21.00.00;1,1;925;63;3,5;680;60;1223;76;1217;481;15,5;36,7;0,6438
11/04/2004;22.00.00;1,1;924;61;2,9;648;63;1272;74;1186;465;14,5;39,0;0,6428
11/04/2004;23.00.00;1,1;914;63;3,1;661;66;1256;81;1187;478;14,2;38,2;0,6163
12/04/2004;00.00.00;0,7;840;31;1,6;556;41;1474;58;1094;366;13,7;38,3;0,5957
12/04/2004;01.00.00;0,6;799;29;1,1;514;42;1615;59;1036;332;14,1;34,0;0,5442
12/04/2004;02.00.00;0,7;856;34;2,0;581;36;1448;54;1111;346;14,6;34,0;0,5605
12/04/2004;04.00.00;0,3;753;9;0,7;462;16;1822;25;955;274;13,9;30,9;0,4868
12/04/2004;05.00.00;0,3;785;14;0,5;448;16;1923;26;1003;263;13,5;37,9;0,5852
12/04/2004;06.00.00;0,4;835;23;0,7;472;33;1756;49;1117;314;13,9;43,6;0,6871
12/04/2004;07.00.00;0,5;865;36;0,9;494;39;1613;53;1185;367;13,5;50,1;0,7706
12/04/2004;08.00.00;0,6;922;39;1,5;541;45;1453;57;1246;432;13,3;53,6;0,8169
12/04/2004;09.00.00;0,8;975;38;2,2;598;63;1268;73;1293;536;13,4;56,0;0,8576
12/04/2004;10.00.00;1,0;1040;55;2,9;646;71;1210;78;1325;555;13,0;59,6;0,886
12/04/2004;11.00.00;1,3;1115;75;3,9;707;104;1105;93;1384;677;12,7;62,7;0,9173
12/04/2004;12.00.00;1,1;1004;64;2,8;641;85;1201;71;1305;557;12,1;60,5;0,8505
12/04/2004;13.00.00;0,6;895;39;1,4;536;53;1415;56;1229;421;11,2;64,4;0,8537
12/04/2004;14.00.00;0,7;917;42;1,7;563;58;1415;60;1257;423;10,7;67,6;0,8703
12/04/2004;15.00.00;1,2;1025;78;3,6;689;89;1189;77;1325;519;11,4;61,2;0,8236
12/04/2004;16.00.00;1,4;1035;69;3,1;660;96;1222;82;1301;533;9,9;70,5;0,8581
12/04/2004;17.00.00;1,2;1025;67;3,5;682;88;1197;77;1313;537;10,3;65,2;0,8151
12/04/2004;18.00.00;1,3;1040;83;3,9;705;100;1149;91;1324;612;11,0;58,9;0,7714
12/04/2004;19.00.00;1,8;1070;79;5,2;776;127;1065;93;1369;697;10,6;59,5;0,7595
12/04/2004;20.00.00;1,2;964;68;3,7;692;88;1176;82;1292;573;10,6;57,7;0,7362
12/04/2004;21.00.00;0,8;904;56;2,7;635;66;1269;74;1233;489;10,6;56,1;0,7149
12/04/2004;22.00.00;0,8;913;49;2,6;626;61;1271;68;1234;474;10,3;58,0;0,7239
12/04/2004;23.00.00;0,8;914;56;2,4;610;54;1322;65;1230;455;10,4;58,4;0,7352
13/04/2004;00.00.00;0,7;893;48;2,0;587;46;1368;58;1219;433;10,7;58,2;0,7459
13/04/2004;01.00.00;0,5;844;27;1,3;532;25;1499;36;1176;376;10,5;59,9;0,7624
13/04/2004;02.00.00;0,3;837;29;1,2;518;18;1581;29;1182;360;10,5;60,8;0,7704
13/04/2004;04.00.00;0,3;825;47;0,9;489;21;1565;28;1171;363;11,1;60,1;0,7925
13/04/2004;05.00.00;0,7;956;66;3,1;656;76;1251;68;1356;525;10,1;68,4;0,8443
13/04/2004;06.00.00;1,6;1124;163;6,9;853;149;960;99;1531;873;10,0;68,7;0,8456
13/04/2004;07.00.00;3,9;1496;524;19,1;1272;328;667;130;2011;1399;11,0;64,2;0,8398
13/04/2004;08.00.00;4,5;1452;657;22,1;1354;282;620;128;2057;1501;12,0;58,1;0,8138
13/04/2004;09.00.00;2,7;1172;324;11,8;1042;206;797;120;1641;1186;12,8;52,0;0,7643
13/04/2004;10.00.00;1,6;1020;144;7,3;871;133;956;93;1426;911;12,6;50,8;0,7387
13/04/2004;11.00.00;1,6;1044;135;8,0;900;137;934;96;1471;919;13,8;47,4;0,7435
13/04/2004;12.00.00;1,6;1020;140;7,2;866;116;972;84;1429;791;15,1;42,7;0,7294
13/04/2004;13.00.00;1,5;1009;141;7,7;885;112;994;87;1439;751;16,3;38,1;0,7006
13/04/2004;14.00.00;1,8;1073;181;9,7;966;128;935;87;1537;805;16,6;36,7;0,6867
13/04/2004;15.00.00;2,1;1098;227;9,8;971;145;877;103;1527;966;15,8;40,5;0,7241
13/04/2004;16.00.00;1,7;1061;149;7,7;887;110;920;88;1462;869;16,3;41,8;0,7712
13/04/2004;17.00.00;3,0;1289;425;15,3;1158;184;755;118;1791;1196;16,1;42,8;0,7783
13/04/2004;18.00.00;4,6;1442;669;21,5;1337;243;630;134;2004;1523;15,3;46,8;0,8074
13/04/2004;19.00.00;5,0;1479;680;21,7;1343;259;631;144;1995;1579;14,7;47,0;0,7815
13/04/2004;20.00.00;3,5;1266;446;14,6;1138;205;726;129;1747;1370;14,1;49,6;0,7931
13/04/2004;21.00.00;2,1;1149;205;9,3;952;144;845;108;1577;1204;13,5;54,1;0,8351
13/04/2004;22.00.00;2,1;1168;194;9,4;954;152;843;104;1586;1201;12,3;59,2;0,8461
13/04/2004;23.00.00;1,5;1079;115;6,8;847;108;925;90;1463;1122;11,6;62,2;0,851
14/04/2004;00.00.00;1,1;1047;74;4,9;760;64;1032;74;1379;1003;11,5;61,4;0,8303
14/04/2004;01.00.00;0,9;936;85;3,9;705;73;1086;73;1364;918;10,9;64,6;0,8395
14/04/2004;02.00.00;0,7;900;66;2,7;635;47;1207;60;1307;836;11,1;63,2;0,8331
14/04/2004;05.00.00;0,9;905;47;3,3;670;79;1191;62;1346;820;10,2;65,8;0,8196
14/04/2004;06.00.00;1,6;1079;116;7,4;875;113;947;71;1535;998;10,3;65,6;0,8225
14/04/2004;07.00.00;3,9;1417;478;18,2;1246;263;669;94;1921;1403;10,8;64,0;0,8307
14/04/2004;08.00.00;5,0;1529;836;27,7;1497;275;569;99;2278;1641;13,3;55,6;0,8453
14/04/2004;09.00.00;4,3;1397;655;18,3;1248;263;659;119;1906;1534;15,8;46,8;0,8328
14/04/2004;10.00.00;2,7;1214;312;12,3;1061;183;780;103;1662;1257;19,5;34,4;0,7738
14/04/2004;11.00.00;2,1;1109;195;8,9;935;147;882;95;1518;1026;21,1;30,2;0,745
14/04/2004;12.00.00;2,1;1122;238;10,4;993;132;859;95;1571;993;18,4;34,2;0,7185
15/04/2004;09.00.00;3,9;1489;536;19,1;1270;309;633;114;1889;1638;13,5;53,4;0,8196
15/04/2004;10.00.00;3,8;1451;481;17,3;1219;327;661;127;1804;1633;15,0;49,3;0,8364
15/04/2004;11.00.00;3,8;1454;460;17,5;1225;299;661;135;1809;1654;17,1;42,1;0,812
15/04/2004;12.00.00;3,9;1392;597;17,0;1210;257;689;135;1792;1559;18,4;36,9;0,7758
15/04/2004;13.00.00;3,5;1351;465;17,0;1210;195;709;120;1783;1374;19,3;35,4;0,7824
15/04/2004;14.00.00;4,0;1418;542;19,5;1282;231;681;129;1890;1418;19,2;35,7;0,7826
15/04/2004;15.00.00;3,0;1303;437;14,8;1143;170;748;114;1734;1228;21,5;30,4;0,7677
15/04/2004;16.00.00;3,1;1292;383;14,0;1116;192;746;129;1676;1293;19,6;34,6;0,7807
15/04/2004;17.00.00;5,2;1560;778;24,4;1413;251;594;149;2046;1642;19,6;35,5;0,8017
15/04/2004;18.00.00;5,9;1765;926;28,1;1507;289;533;149;2271;1895;18,3;44,1;0,9183
15/04/2004;19.00.00;7,3;1875;1189;33,7;1637;351;482;158;2446;2086;17,4;47,8;0,9392
15/04/2004;20.00.00;6,1;1746;824;24,2;1409;319;553;148;2119;1898;16,8;49,8;0,9446
15/04/2004;21.00.00;4,6;1607;660;19,8;1290;264;587;134;1960;1758;16,2;53,2;0,9723
15/04/2004;22.00.00;2,5;1277;203;9,3;952;144;802;111;1607;1284;14,9;59,1;0,9928
15/04/2004;23.00.00;2,2;1207;136;7,3;868;119;877;106;1532;1075;13,9;64,0;1,013
16/04/2004;00.00.00;2,0;1209;114;7,1;863;120;882;108;1547;1084;13,7;66,8;1,041
16/04/2004;01.00.00;1,9;1189;110;6,7;844;96;887;93;1566;1049;13,4;69,6;1,0688
16/04/2004;02.00.00;1,6;1132;127;6,0;810;77;899;83;1532;1021;12,8;71,9;1,0632
16/04/2004;04.00.00;1,0;1033;70;3,6;686;63;1030;69;1420;948;11,9;74,8;1,038
16/04/2004;05.00.00;1,2;1075;93;5,4;782;97;941;77;1505;988;11,6;76,4;1,0415
16/04/2004;06.00.00;2,0;1242;179;10,0;978;180;778;87;1686;1184;11,7;75,3;1,0325
16/04/2004;07.00.00;4,5;1657;523;23,2;1384;352;579;109;2176;1600;12,8;71,0;1,0428
16/04/2004;08.00.00;4,1;1406;546;18,7;1258;279;636;116;1890;1495;13,8;61,1;0,9595
16/04/2004;09.00.00;2,6;1150;251;9,9;973;186;827;105;1590;1188;15,3;51,4;0,8886
16/04/2004;10.00.00;2,3;1184;222;10,2;983;169;823;106;1604;1166;16,6;48,7;0,9146
16/04/2004;11.00.00;2,6;1223;212;11,0;1014;172;781;108;1666;1219;17,6;46,7;0,9324
16/04/2004;12.00.00;2,4;1196;263;10,5;997;127;802;100;1644;1128;19,2;42,7;0,9425
16/04/2004;13.00.00;4,3;1559;535;18,9;1267;230;653;149;2047;1373;15,7;62,5;1,1092
16/04/2004;14.00.00;4,6;1544;609;18,9;1266;280;613;148;2066;1415;14,5;75,7;1,2425
16/04/2004;15.00.00;4,0;1485;449;17,5;1223;242;650;126;1980;1302;14,4;77,4;1,2654
16/04/2004;16.00.00;4,7;1498;536;17,7;1230;250;649;140;1963;1308;14,6;74,9;1,2391
16/04/2004;17.00.00;5,7;1593;743;23,0;1378;309;582;142;2159;1449;14,6;76,0;1,2573
16/04/2004;18.00.00;5,2;1529;575;20,4;1309;270;627;141;2083;1385;14,0;76,3;1,2166
16/04/2004;19.00.00;6,4;1689;783;26,8;1474;323;560;149;2298;1492;13,9;78,0;1,2303
16/04/2004;20.00.00;6,0;1535;706;19,9;1295;307;627;140;2039;1380;13,8;78,0;1,2229
16/04/2004;21.00.00;3,4;1304;299;12,5;1067;224;737;117;1811;1167;13,5;79,4;1,2224
16/04/2004;22.00.00;2,7;1235;159;9,6;963;166;803;103;1680;1095;13,1;80,1;1,2016
16/04/2004;23.00.00;3,1;1281;171;10,0;977;171;794;99;1695;1105;12,8;81,0;1,1915
17/04/2004;00.00.00;2,6;1167;162;8,1;904;169;846;100;1627;1051;12,7;80,6;1,1819
17/04/2004;01.00.00;2,2;1134;111;7,1;863;120;869;88;1599;1009;12,5;81,8;1,1838
17/04/2004;02.00.00;1,9;1100;134;6,4;829;103;887;83;1565;972;12,7;81,2;1,1849
23/04/2004;05.00.00;0,6;852;46;2,9;646;59;1186;59;1321;793;14,2;52,2;0,8413
23/04/2004;06.00.00;0,8;923;56;4,9;757;72;1041;67;1418;906;14,3;55,4;0,9003
23/04/2004;07.00.00;4,0;1490;452;22,6;1368;244;627;95;2119;1541;14,0;58,0;0,9202
23/04/2004;08.00.00;5,6;1662;880;31,1;1576;351;523;123;2417;1861;15,4;53,3;0,9289
23/04/2004;09.00.00;5,0;1553;759;22,1;1354;358;621;142;2030;1895;19,1;42,1;0,9233
23/04/2004;10.00.00;3,2;1423;394;18,3;1247;245;706;142;1887;1684;23,7;31,0;0,8968
23/04/2004;11.00.00;3,8;1458;639;22,0;1350;240;677;169;1947;1731;26,9;25,7;0,8942
23/04/2004;12.00.00;3,3;1349;541;20,1;1299;179;728;142;1838;1402;29,7;20,6;0,8478
23/04/2004;13.00.00;3,0;1326;468;18,9;1265;160;757;136;1835;1246;29,2;21,5;0,8573
23/04/2004;14.00.00;3,2;1356;483;20,6;1312;174;729;147;1865;1342;29,6;20,1;0,8181
23/04/2004;15.00.00;4,4;1460;682;25,3;1438;260;680;196;1953;1489;30,0;19,4;0,81
23/04/2004;16.00.00;4,6;1497;698;25,8;1449;281;679;186;1985;1532;29,5;20,1;0,8136
23/04/2004;17.00.00;5,2;1645;832;30,6;1566;284;599;177;2228;1909;27,0;26,8;0,9403
23/04/2004;18.00.00;4,8;1557;872;27,1;1483;250;615;164;2087;1757;24,9;30,8;0,954
23/04/2004;19.00.00;5,6;1747;899;32,5;1608;281;557;161;2335;1983;23,1;36,7;1,0244
23/04/2004;20.00.00;4,6;1482;692;20,8;1319;230;660;146;1975;1703;21,5;40,8;1,0333
23/04/2004;21.00.00;1,8;1211;145;10,9;1010;98;816;98;1619;1246;20,5;41,5;0,9864
23/04/2004;22.00.00;2,2;1294;208;13,0;1083;121;770;108;1687;1321;19,2;44,9;0,9875
23/04/2004;23.00.00;2,0;1300;204;11,8;1043;110;777;107;1659;1375;18,8;47,7;1,0221
24/04/2004;00.00.00;2,8;1402;240;13,4;1098;161;736;113;1729;1456;18,2;49,7;1,0284
24/04/2004;01.00.00;2,6;1349;251;13,4;1097;148;707;100;1763;1442;16,1;57,4;1,0451
24/04/2004;02.00.00;1,8;1161;173;9,0;938;109;827;87;1597;1243;16,3;55,3;1,0178
24/04/2004;05.00.00;0,7;933;65;3,7;697;71;1045;65;1403;937;14,8;57,7;0,9644
24/04/2004;06.00.00;0,9;1021;119;5,7;800;75;931;64;1483;1019;14,0;59,7;0,9499
24/04/2004;07.00.00;1,5;1134;151;10,0;979;106;794;73;1639;1140;14,6;56,8;0,9385
24/04/2004;08.00.00;2,5;1311;305;15,0;1147;166;681;86;1838;1351;16,7;51,9;0,9788
24/04/2004;09.00.00;3,0;1409;415;15,6;1169;188;685;105;1874;1459;20,0;45,0;1,039
24/04/2004;10.00.00;2,6;1301;321;12,3;1059;161;787;107;1727;1297;23,9;33,7;0,9837
24/04/2004;11.00.00;2,6;1354;358;14,4;1130;139;765;114;1808;1291;26,8;29,5;1,0209
24/04/2004;12.00.00;2,6;1391;350;14,6;1136;134;738;105;1840;1296;27,2;32,4;1,1493
24/04/2004;13.00.00;1,9;1200;238;8,7;929;84;879;74;1623;972;26,9;32,1;1,1217
24/04/2004;14.00.00;2,0;1338;215;11,0;1016;98;798;95;1766;1194;24,3;41,8;1,2561
24/04/2004;15.00.00;1,7;1223;192;9,0;938;91;884;89;1610;880;25,6;36,0;1,1629
24/04/2004;16.00.00;1,9;1278;205;10,7;1003;99;845;95;1691;909;27,0;31,8;1,1176
24/04/2004;17.00.00;1,8;1257;165;9,9;973;90;860;93;1634;839;27,5;31,6;1,1417
24/04/2004;18.00.00;2,8;1497;283;15,7;1171;147;725;123;1899;1248;24,9;38,1;1,1838
24/04/2004;19.00.00;3,5;1567;467;19,4;1280;177;661;134;1970;1476;23,4;39,7;1,1276
24/04/2004;20.00.00;3,4;1503;485;16,8;1203;162;651;126;1863;1502;21,2;50,8;1,2631
24/04/2004;21.00.00;2,0;1169;202;6,8;850;88;906;79;1584;873;15,6;73,5;1,2953
24/04/2004;22.00.00;1,1;1007;64;3,0;650;53;1157;54;1404;528;12,9;79,7;1,1774
24/04/2004;23.00.00;1,3;1004;71;3,2;667;68;1157;69;1365;492;11,5;76,9;1,0436
25/04/2004;00.00.00;1,2;967;84;3,1;661;61;1181;67;1321;463;12,2;66,8;0,9455
25/04/2004;01.00.00;1,3;984;70;3,9;707;71;1131;73;1359;494;12,4;64,1;0,9209
25/04/2004;02.00.00;1,0;931;61;3,6;689;63;1161;73;1317;503;12,7;58,7;0,8605
25/04/2004;05.00.00;0,3;763;20;0,7;471;14;1783;20;1098;305;12,5;50,9;0,7346
25/04/2004;06.00.00;0,5;804;31;1,1;505;34;1718;37;1148;329;12,8;49,3;0,7285
25/04/2004;07.00.00;0,6;830;41;1,4;535;42;1496;50;1184;375;13,5;48,6;0,7487
25/04/2004;08.00.00;0,6;833;40;1,6;553;40;1476;45;1180;373;14,4;45,9;0,7476
25/04/2004;09.00.00;0,8;875;35;2,3;603;48;1370;48;1206;385;15,1;43,9;0,7487
25/04/2004;10.00.00;1,0;882;44;2,5;621;61;1346;56;1216;403;16,6;38,6;0,7236
25/04/2004;11.00.00;0,9;862;71;2,7;635;58;1320;58;1193;393;17,2;35,0;0,6789
25/04/2004;12.00.00;1,0;863;66;2,7;636;57;1290;52;1185;388;17,4;33,9;0,6683
25/04/2004;13.00.00;0,8;830;46;2,2;596;54;1389;52;1145;371;17,9;30,7;0,6234
25/04/2004;14.00.00;0,7;807;50;2,0;584;41;1488;44;1104;347;18,3;27,2;0,5675
25/04/2004;15.00.00;0,9;873;51;3,4;675;57;1343;59;1181;396;19,4;25,7;0,5738
25/04/2004;16.00.00;1,3;931;64;4,5;739;83;1274;74;1219;474;20,2;24,1;0,563
25/04/2004;17.00.00;1,4;918;138;4,7;748;81;1228;76;1219;505;19,6;24,9;0,5625
25/04/2004;18.00.00;1,5;1001;137;6,0;811;98;1122;83;1344;625;18,5;27,8;0,5843
25/04/2004;19.00.00;2,7;1169;303;11,7;1039;124;883;100;1550;941;17,8;30,3;0,6129
25/04/2004;20.00.00;2,5;1085;204;8,2;907;133;976;101;1419;893;16,6;34,0;0,6353
25/04/2004;21.00.00;1,4;940;95;5,1;769;100;1103;90;1310;731;15,5;37,0;0,6447
25/04/2004;22.00.00;2,8;1126;347;13,0;1083;116;875;93;1654;955;14,8;39,5;0,6595
25/04/2004;23.00.00;2,1;978;252;7,0;858;102;1013;79;1379;761;14,5;42,0;0,6896
26/04/2004;00.00.00;1,1;893;66;3,9;703;55;1192;57;1283;515;14,1;44,9;0,7206
26/04/2004;01.00.00;0,7;838;45;2,2;601;33;1361;43;1220;434;14,2;45,5;0,7333
26/04/2004;02.00.00;0,4;803;36;1,3;527;17;1513;25;1152;369;14,1;45,3;0,7247
26/04/2004;05.00.00;0,4;809;21;1,2;521;35;1575;44;1158;378;13,9;43,9;0,6923
26/04/2004;06.00.00;0,8;898;60;3,4;676;70;1271;72;1307;517;14,0;43,8;0,6959
26/04/2004;07.00.00;1,9;1053;155;7,5;880;116;982;91;1464;786;14,4;43,6;0,7113
26/04/2004;08.00.00;2,1;1033;235;8,9;934;134;917;89;1490;844;15,0;41,7;0,7093
26/04/2004;09.00.00;1,4;941;89;5,3;780;113;1080;84;1343;720;16,3;38,4;0,7052
26/04/2004;10.00.00;1,4;941;76;5,4;782;110;1102;83;1328;668;18,3;32,3;0,676
26/04/2004;11.00.00;1,3;917;101;5,2;772;98;1098;78;1311;605;18,8;31,7;0,6821
26/04/2004;12.00.00;1,5;977;109;6,6;837;96;1038;80;1413;646;19,6;30,9;0,6968
26/04/2004;13.00.00;1,6;994;143;6,9;851;95;1018;75;1436;640;20,2;30,7;0,7176
26/04/2004;14.00.00;1,3;942;104;5,4;785;86;1065;77;1365;571;19,7;32,5;0,7396
26/04/2004;15.00.00;1,4;981;107;6,0;810;86;1060;77;1395;605;20,7;31,6;0,7602
26/04/2004;16.00.00;1,5;984;133;6,4;832;91;1034;81;1410;636;20,0;32,7;0,7545
26/04/2004;17.00.00;2,2;1116;171;10,7;1003;119;864;101;1625;886;18,6;35,4;0,7535
26/04/2004;18.00.00;3,2;1181;405;13,9;1114;147;787;119;1685;1032;18,3;35,9;0,7501
26/04/2004;19.00.00;3,0;1163;334;12,5;1068;135;811;111;1616;977;17,8;37,5;0,7568
26/04/2004;20.00.00;2,6;1081;236;9,3;950;124;907;109;1496;924;17,3;38,8;0,7584
26/04/2004;21.00.00;1,6;1017;99;6,7;842;89;1000;101;1441;846;17,3;38,8;0,7596
26/04/2004;22.00.00;1,5;966;93;5,3;778;79;1057;89;1359;755;16,4;40,8;0,7542
26/04/2004;23.00.00;1,2;924;82;4,0;709;63;1158;75;1318;610;16,0;41,4;0,7487
27/04/2004;00.00.00;0,8;861;51;2,2;601;39;1351;51;1225;439;15,4;43,0;0,7482
27/04/2004;01.00.00;0,7;826;41;1,7;560;25;1424;39;1197;402;15,7;42,5;0,7539
27/04/2004;02.00.00;0,5;846;31;1,6;557;19;1385;32;1212;406;15,6;43,4;0,7651
27/04/2004;05.00.00;0,7;930;38;3,3;670;58;1143;68;1339;746;15,5;47,3;0,8282
27/04/2004;06.00.00;1,4;1120;111;8,9;935;112;843;76;1593;1126;14,4;53,1;0,8677
27/04/2004;07.00.00;4,1;1518;584;23,4;1389;314;589;122;2101;1703;15,9;48,5;0,8704
27/04/2004;08.00.00;4,6;1461;633;23,8;1398;240;630;129;2050;1628;18,1;40,3;0,8294
27/04/2004;09.00.00;1,9;1075;145;7,9;896;128;938;94;1487;936;19,6;35,9;0,81
27/04/2004;10.00.00;1,9;1061;155;8,2;908;141;968;99;1455;890;22,8;29,1;0,796
27/04/2004;11.00.00;1,7;1066;128;8,8;931;118;979;81;1474;757;24,8;25,3;0,7793
27/04/2004;12.00.00;2,4;1179;255;14,6;1137;132;829;87;1651;949;27,2;22,0;0,7785
27/04/2004;13.00.00;3,0;1251;411;18,0;1238;150;773;107;1779;1109;28,2;20,4;0,7677
27/04/2004;14.00.00;2,0;1120;173;12,0;1048;121;898;95;1560;870;25,4;24,2;0,7733
27/04/2004;15.00.00;2,7;1187;277;14,8;1142;149;840;110;1651;1011;25,7;23,8;0,7737
27/04/2004;16.00.00;2,2;1145;259;12,5;1066;120;903;99;1592;885;27,2;22,1;0,7811
27/04/2004;17.00.00;2,9;1215;274;15,5;1164;155;817;113;1689;1015;27,0;22,3;0,786
27/04/2004;18.00.00;3,4;1317;377;17,7;1231;172;766;127;1798;1155;24,5;27,8;0,8433
27/04/2004;19.00.00;3,9;1388;457;21,6;1341;177;702;131;1955;1315;23,7;30,2;0,8718
27/04/2004;20.00.00;3,6;1295;555;18,9;1266;181;716;137;1849;1359;21,5;34,5;0,8746
27/04/2004;21.00.00;2,5;1153;279;12,5;1066;135;811;122;1651;1194;19,9;37,8;0,8675
27/04/2004;22.00.00;1,8;1078;137;8,8;932;99;905;100;1511;951;18,9;40,6;0,8771
27/04/2004;23.00.00;2,0;1133;203;10,9;1012;111;806;108;1608;1054;17,9;43,5;0,884
28/04/2004;00.00.00;1,3;1055;101;8,0;899;72;880;83;1504;980;17,4;46,3;0,9112
28/04/2004;01.00.00;1,0;953;86;4,4;735;54;999;74;1396;898;18,1;44,7;0,9186
28/04/2004;02.00.00;0,6;892;51;2,8;639;41;1139;64;1359;803;16,5;50,1;0,9331
28/04/2004;05.00.00;0,5;856;33;2,5;619;29;1191;39;1345;677;16,3;52,8;0,9722
28/04/2004;06.00.00;1,1;1030;95;7,5;880;76;892;69;1539;996;13,9;60,7;0,9597
28/04/2004;07.00.00;5,5;1689;754;30,4;1560;321;529;104;2396;1736;15,0;58,3;0,9876
28/04/2004;08.00.00;4,2;1486;588;22,0;1351;274;571;100;2112;1692;16,1;54,8;0,996
28/04/2004;09.00.00;4,6;1592;658;24,7;1423;322;577;146;2155;2108;19,3;46,4;1,0248
28/04/2004;10.00.00;3,4;1469;372;18,4;1252;255;692;155;1903;1807;24,2;33,8;1,0097
28/04/2004;11.00.00;2,8;1364;386;16,8;1205;196;723;139;1850;1566;26,7;28,7;0,9895
28/04/2004;12.00.00;2,5;1285;333;14,2;1123;136;755;121;1741;1293;27,4;28,2;1,0098
28/04/2004;13.00.00;2,4;1311;293;15,7;1170;119;748;108;1787;1219;28,1;26,9;1,0094
28/04/2004;14.00.00;3,2;1416;511;21,9;1348;169;684;126;1969;1330;27,7;26,5;0,9693
28/04/2004;15.00.00;3,5;1387;559;20,8;1318;197;701;145;1890;1299;28,4;23,4;0,8935
28/04/2004;16.00.00;2,9;1329;375;16,2;1185;140;768;121;1750;1111;28,4;26,0;0,9922
28/04/2004;17.00.00;3,6;1496;509;19,8;1292;178;680;145;1878;1300;27,3;30,0;1,0752
28/04/2004;18.00.00;4,8;1676;790;28,9;1525;223;567;160;2226;1653;24,3;37,3;1,1199
28/04/2004;19.00.00;5,4;1724;816;28,3;1510;222;562;155;2252;1716;23,1;42,2;1,1746
28/04/2004;20.00.00;5,3;1642;804;24,9;1426;265;597;162;2117;1720;21,8;43,6;1,1226
28/04/2004;21.00.00;2,7;1267;332;13,1;1088;151;764;129;1740;1339;19,8;46,8;1,0702
28/04/2004;22.00.00;1,4;1146;156;8,6;923;79;845;96;1575;1166;19,6;49,8;1,1221
28/04/2004;23.00.00;1,6;1216;143;9,5;960;87;788;92;1662;1256;17,9;56,2;1,142
29/04/2004;00.00.00;1,5;1128;117;7,8;891;88;838;89;1574;1125;17,4;55,6;1,0963
